age,education,balance,housing,loan,duration,campaign,pdays,poutcome,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,subscribed
28.0,3,0,1,0,224.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36.0,2,4136,1,0,812.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31.0,3,453,1,0,58.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49.0,2,2061,1,1,137.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
43.0,3,19,1,0,126.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53.0,3,1144,1,0,142.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35.0,2,-257,1,0,312.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31.0,2,342,1,0,34.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
41.0,1,373,1,0,240.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56.0,3,-45,1,0,116.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37.0,2,1120,1,0,103.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,2,-403,1,0,31.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,2,-219,1,0,66.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51.0,1,752,1,0,214.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53.0,2,2719,1,0,80.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
53.0,1,2656,1,0,258.341352164853,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
45.0,2,2124,1,0,84.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,3,2806,1,0,358.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53.0,2,198,1,1,521.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,2,305,1,0,200.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.0,2,2990,1,0,62.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,3,1316,1,0,265.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36.0,3,548,1,1,618.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27.0,2,2153,1,0,256.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36.0,2,1954,1,1,199.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,2,562,1,0,722.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
47.0,1,12531,1,0,888.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51.0,2,0,0,0,510.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38.0,3,126,1,0,355.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27.0,1,106,1,0,150.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41.0,2,2666,1,0,170.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49.0,2,366,1,1,191.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,1,580,1,0,572.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,2,0,1,0,243.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,2,429,1,0,140.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,2,2760,1,0,267.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47.0,2,1387,1,0,219.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48.0,2,1841,1,0,216.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,2,430,1,1,78.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,1,0,1,0,222.0,2.757883769391063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40.0,3,402,1,0,243.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44.0,2,752,1,0,363.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26.0,2,174,1,0,67.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,2,352,1,0,156.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55.0,2,420,1,0,41.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,3,49,0,0,108.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38.0,2,-762,1,1,408.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37.0,1,461,1,0,272.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,2,119,1,0,281.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,1,314,1,0,742.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,3,687,1,0,166.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40.0,2,0,1,0,376.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,2,-849,1,0,138.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,3,363,1,0,16.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46.0,3,2904,1,0,984.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32.0,2,1484,1,0,363.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,2,602,1,0,161.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,2,596,1,0,28.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33.0,2,268,1,0,275.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,2,1375,1,0,170.0,2.757883769391063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32.0,3,127,1,0,66.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58.0,2,1025,1,0,199.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,2,674,1,0,274.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,2,692,1,0,136.0,2.757883769391063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,2,1036,1,1,62.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40.0,2,692,1,0,58.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,2,1,1,0,189.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,3,-365,1,0,319.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57.0,2,16063,1,0,352.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26.0,3,1004,1,0,228.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
36.0,2,1285,0,0,230.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35.0,1,2708,1,0,178.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,2,-465,1,0,42.0,2.757883769391063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41.0,2,8238,1,1,124.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58.0,1,320,1,0,171.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55.0,2,0,1,0,119.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35.0,2,1,0,0,66.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,2,271,1,0,130.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40.0,2,1538,1,0,390.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,2,1,1,0,101.0,2.757883769391063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51.0,2,343,1,0,78.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52.0,1,2439,1,0,212.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,2,946,1,0,181.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27.0,3,2061,1,0,72.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45.0,2,404,1,0,390.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
54.0,1,-636,1,0,324.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,2,1690,1,1,163.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59.0,1,2532,1,0,110.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.0,2,568,1,0,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,1,472,1,0,85.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,2,0,1,0,54.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,2,1037,1,0,231.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,1,157,1,0,833.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,2,1958,1,0,124.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,1,3693,1,0,57.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,2,0,1,0,115.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32.0,2,501,1,1,43.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,2,5145,1,0,229.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31.0,2,1771,1,0,81.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,2,192,1,1,273.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,1,292,1,1,30.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29.0,2,193,1,0,288.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51.0,2,1069,1,0,247.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,1,155,1,0,85.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39.0,2,-189,1,0,76.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38.0,2,-143,1,0,428.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,2,2260,1,0,370.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
40.0,3,211,1,0,137.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
46.0,2,324,1,0,293.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,2,0,1,0,281.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56.0,2,346,1,1,46.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,2,139,1,0,26.0,2.757883769391063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,1,303,0,0,104.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,3,0,1,0,164.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33.0,3,-1027,1,0,205.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45.0,2,410,1,0,891.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
55.0,3,264,1,0,34.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31.0,1,0,1,0,745.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
42.0,2,1307,1,0,135.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,1,3587,1,0,148.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,2,1942,1,0,84.0,2.757883769391063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27.0,2,5563,1,0,435.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,3,0,1,0,539.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
31.0,2,1533,1,0,29.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,2,71,1,0,510.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,2,-189,1,0,59.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53.0,2,62,1,0,1044.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
37.0,2,-47,1,0,122.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52.0,2,137,1,0,84.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52.0,3,12,1,0,33.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49.0,2,486,1,1,43.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35.0,2,1609,1,0,288.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,1,-79,1,0,385.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48.0,3,7867,1,1,306.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39.0,2,123,1,0,81.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,2,-540,1,1,53.0,2.757883769391063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,1,610,1,1,436.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47.0,1,1092,0,1,41.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59.0,3,266,1,0,147.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41.0,1,0,1,0,232.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,2,2641,1,0,97.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55.0,3,1267,1,0,82.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26.0,2,229,1,0,60.0,2.757883769391063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
53.0,2,1103,1,1,163.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,3,2609,1,0,141.0,2.757883769391063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54.0,2,3782,1,0,211.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,3,568,1,1,206.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40.0,1,68,1,0,170.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,2,80,1,0,251.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,2,-417,0,0,25.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.0,2,2544,1,0,120.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,2,5210,1,1,123.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,1,905,1,0,28.0,2.757883769391063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,1,416,1,0,1193.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
35.0,3,573,0,0,116.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37.0,2,0,1,0,127.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.0,2,304,1,0,395.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,2,-10,0,0,137.0,2.757883769391063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
49.0,2,6312,1,0,93.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59.0,1,396,1,0,72.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44.0,2,26,1,0,119.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37.0,3,34,1,0,100.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34.0,1,147,1,0,80.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58.0,2,25,1,0,132.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39.0,2,280,1,0,147.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,2,335,1,0,140.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33.0,2,1994,1,0,57.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,2,777,1,0,130.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43.0,2,641,1,1,251.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36.0,3,-559,1,0,71.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31.0,2,17,1,0,52.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.0,2,-141,1,1,243.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47.0,1,1095,0,1,357.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39.0,3,177,1,1,243.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56.0,1,186,1,0,108.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,3,332,1,0,68.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42.0,3,519,1,0,150.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.0,1,-583,1,0,25.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29.0,2,1097,1,0,90.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,1,89,1,0,51.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,3,-167,1,0,41.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,2,571,1,0,88.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36.0,3,596,1,0,372.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27.0,2,535,1,0,360.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55.0,2,3339,1,0,63.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.0,3,2193,1,1,550.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48.0,2,771,1,0,133.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49.0,2,-757,1,1,68.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,2,308,1,1,175.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53.0,1,256,1,0,202.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,3,3729,1,0,192.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,2,15511,1,0,484.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43.0,2,1029,1,0,145.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
48.0,1,323,0,0,230.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,3,307,1,0,338.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39.0,2,1965,1,0,65.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,2,291,1,0,205.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46.0,1,938,1,0,92.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,3,756,1,0,268.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53.0,1,1942,1,0,185.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40.0,2,2378,1,0,65.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52.0,2,0,0,0,163.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,3,5041,1,0,362.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50.0,2,628,0,1,367.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
49.0,2,294,1,0,230.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34.0,2,516,1,1,26.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,2,-244,1,0,63.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39.0,3,22,1,0,493.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
49.0,3,18904,1,0,113.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40.0,1,540,1,0,21.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,2,615,1,0,215.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,2,86,0,0,1075.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39.0,2,4143,1,1,21.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,2,14,1,0,171.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,3,2763,1,0,526.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31.0,2,0,1,0,245.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,1,239,1,0,107.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,2,2984,1,0,394.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
46.0,2,3696,1,0,161.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59.0,3,4,1,0,517.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32.0,2,249,1,0,258.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41.0,1,143,1,1,659.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
31.0,2,191,1,0,40.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,2,1358,1,0,527.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,2,4,1,0,129.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,3,3560,0,0,409.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45.0,2,1309,1,0,144.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35.0,2,-488,1,0,97.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,2,440,1,0,101.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44.0,2,808,1,0,67.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39.0,2,2854,1,0,64.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,1,1244,1,0,143.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,3,691,1,1,70.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,1,0,1,0,1036.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
38.0,2,3249,1,0,384.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45.0,2,759,1,0,172.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29.0,3,144,1,0,105.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39.0,2,892,1,0,26.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32.0,2,109,1,0,364.0,2.757883769391063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35.0,3,608,1,1,227.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51.0,2,1415,1,0,151.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,2,314,1,0,464.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57.0,1,-1480,1,0,319.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32.0,2,0,0,0,68.0,2.757883769391063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34.0,2,3487,1,0,464.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,1,56,0,0,389.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33.0,2,374,1,1,185.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,1,451,1,0,128.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37.0,2,741,1,0,88.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,2,8,1,0,123.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55.0,2,3948,0,0,266.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33.0,2,231,1,0,466.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
